Label	Average Damage	Average after PDIC	Average Saved
Jan	0,75	0,5625	0,1875
YT2400 #1	0,75	0,5625	0,1875
YT2400 #2	0,75	0,5625	0,1875
YT2400 #3	0,75	0,5625	0,1875
YT2400 #3	0,75	0,5625	0,1875
YT2400 #4	0,75	0,5625	0,1875
YT2400 #5	0,75	0,5625	0,1875
YT2400 #6	0,75	0,5625	0,1875
YT2400 #7	0,75	0,5625	0,1875
TOTAL	6,75	5,0625	1,6875
